case1;case2;case3;case4;case5;case6;case7;case8;case9;case10;case11;case12;case13;case14;case15;case16;case17;case18;case19;case20;case21;case22;case23;case24;case25;average;score;maxValue;caseSelect1;caseSelect2;caseSelect3;caseSelect4;caseSelect5;caseSelect6;caseSelect7;caseSelect8;caseSelect9;caseSelect10;caseSelect11;caseSelect12;caseSelect13;caseSelect14;caseSelect15;caseSelect16;caseSelect17;caseSelect18;caseSelect19;caseSelect20;caseSelect21;caseSelect22;caseSelect23;caseSelect24;caseSelect25;caseIsLast1;caseIsLast2;caseIsLast3;caseIsLast4;caseIsLast5;caseIsLast6;caseIsLast7;caseIsLast8;caseIsLast9;caseIsLast10;caseIsLast11;caseIsLast12;caseIsLast13;caseIsLast14;caseIsLast15;caseIsLast16;caseIsLast17;caseIsLast18;caseIsLast19;caseIsLast20;caseIsLast21;caseIsLast22;caseIsLast23;caseIsLast24;caseIsLast25;valueCaseSelect;nbCaseSelect;valueAddScore;nbGroups;
2,1,1,2,1,3,3,2,1,3,3,1,1,3,1,3,2,2,1,1,3,3,3,1,2,1.96,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,15,5
2,1,1,2,1,1,2,2,1,3,2,1,1,3,1,1,2,2,1,1,15,3,3,1,2,2.2,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,6,6
2,1,1,2,1,1,2,2,1,3,2,1,1,3,1,1,2,2,1,1,15,6,2,1,2,2.28,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,5
2,1,1,2,1,1,2,2,1,3,2,1,1,3,1,1,4,3,1,1,15,6,2,1,2,2.4,25,15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4
2,1,1,2,1,1,2,2,1,3,2,2,2,3,1,1,4,3,1,1,15,6,2,1,2,2.48,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,3
2,1,1,2,1,1,2,2,1,3,2,2,2,3,4,1,4,3,3,3,15,6,2,3,2,2.84,31,15,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,3
2,1,1,2,1,1,3,3,1,3,10,2,1,3,4,1,4,3,3,3,15,6,2,3,2,3.2,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,9,3
2,1,1,2,1,1,3,3,1,3,10,2,1,2,4,1,4,3,1,3,15,6,2,9,2,3.32,50,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
2,2,2,2,1,1,3,3,1,3,10,2,1,2,4,1,4,3,1,3,15,6,2,9,2,3.4,52,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,2
8,2,2,2,1,1,3,3,1,3,10,2,1,2,4,1,4,3,1,3,15,6,2,9,2,3.64,60,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2
8,2,4,2,1,1,3,3,1,3,10,2,1,2,4,1,4,3,1,3,15,6,2,9,2,3.72,64,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1
2,2,3,1,3,1,2,3,1,1,3,2,2,3,1,3,1,2,1,2,3,1,1,3,1,1.92,0,3,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,12,5
3,2,3,1,3,1,2,3,1,1,3,3,1,3,1,3,1,12,1,2,3,1,1,3,1,2.36,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,5
3,2,3,1,3,1,2,3,1,1,3,3,1,3,1,3,2,12,1,2,3,3,3,3,1,2.56,15,12,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4
3,2,3,2,3,1,2,3,2,2,3,3,1,3,4,3,2,12,1,2,3,3,3,3,1,2.8,19,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,21,4
3,2,3,2,3,1,2,3,2,2,2,21,1,3,4,2,2,12,1,2,3,2,1,2,1,3.28,40,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4
3,4,3,2,3,1,2,3,2,2,2,21,1,3,4,2,2,12,1,2,3,2,1,2,1,3.36,44,21,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,3
3,4,3,1,3,1,2,3,1,6,2,21,1,3,4,2,2,12,1,2,3,2,1,2,1,3.44,50,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,8,3
3,4,3,1,3,1,2,3,1,6,1,21,1,3,4,3,3,12,1,2,3,8,1,2,1,3.72,58,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,9,4
3,4,3,1,3,1,2,3,1,6,1,21,1,3,4,2,1,12,1,2,9,8,1,2,1,3.84,67,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3
3,4,3,1,3,3,2,3,1,6,2,21,1,3,4,2,1,12,1,2,9,8,1,2,1,3.96,69,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4,4
3,4,3,1,3,3,2,3,1,6,3,21,1,3,4,4,1,12,1,2,9,8,1,2,1,4.08,73,21,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3
9,4,3,1,3,1,2,3,1,6,1,21,1,3,4,4,1,12,1,2,9,8,1,2,1,4.16,82,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3
9,4,3,1,3,1,2,3,1,6,2,21,1,3,4,4,1,12,1,2,9,8,1,2,1,4.2,84,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,2
