1,3,2,3,1,3,1,2,1,3,1,2,1,3,3,3,1,2,3,3,1,1,3,3,2,16
1,3,2,3,1,3,1,2,1,3,1,2,1,3,3,3,2,2,3,3,1,2,3,3,2,14
1,3,2,3,1,3,1,2,1,1,1,2,1,3,6,3,2,2,3,3,1,2,3,3,2,19
1,3,2,3,1,3,1,2,1,1,1,2,1,3,6,3,2,2,3,6,1,2,3,3,2,18
1,3,2,3,1,3,1,2,1,1,1,2,1,3,6,3,2,2,6,6,1,2,3,3,2,23
1,3,2,3,1,3,1,2,1,1,1,2,1,3,6,3,2,2,6,6,1,2,2,6,2,22
1,3,2,3,1,3,1,2,1,1,1,2,1,3,6,3,3,2,6,6,1,3,6,6,2,21
1,3,2,3,1,3,1,2,1,1,1,2,1,3,6,3,2,2,6,6,1,6,6,6,2,17
1,3,2,3,1,3,1,2,1,1,1,3,1,3,6,3,3,6,6,6,1,6,6,6,2,16
1,3,2,3,1,3,1,2,1,1,1,2,1,3,6,3,6,6,6,6,1,6,6,6,2,8
1,3,2,3,3,3,1,2,3,2,1,2,1,3,6,3,6,6,6,6,1,6,6,6,2,13
1,3,2,3,3,3,1,2,3,2,1,2,1,6,6,3,6,6,6,6,1,6,6,6,2,8
1,3,2,3,3,3,1,2,6,2,1,2,1,6,6,3,6,6,6,6,1,6,6,6,2,3
1,3,2,6,3,3,1,2,6,2,1,2,1,6,6,3,6,6,6,6,1,6,6,6,2,22
1,3,2,1,3,3,1,2,2,2,1,2,1,3,3,3,6,6,2,2,1,6,48,3,2,18
1,3,2,1,3,3,1,2,2,2,1,2,1,3,3,3,6,6,6,2,1,6,48,3,1,13
1,3,2,1,3,3,1,2,2,2,1,2,1,6,1,3,6,6,6,2,1,6,48,3,1,8
1,3,3,1,3,3,1,1,6,2,1,2,1,6,1,3,6,6,6,2,1,6,48,3,1,6
1,3,3,1,3,3,3,3,6,2,1,2,1,6,1,3,6,6,6,2,1,6,48,3,1,7
1,3,1,1,3,3,3,6,6,2,1,2,1,6,1,3,6,6,6,2,1,6,48,3,1,6
1,3,1,1,3,3,6,6,6,2,1,2,1,6,1,3,6,6,6,2,1,6,48,3,1,21
1,3,1,1,3,3,2,3,2,2,1,2,1,2,1,3,3,2,3,2,1,48,48,3,1,3
1,3,1,2,3,3,2,3,2,2,1,2,1,2,1,3,3,2,3,2,1,48,48,3,1,23
1,3,1,2,3,3,2,3,2,2,1,2,1,2,1,3,3,2,1,2,1,48,48,6,1,9
1,3,1,1,3,3,2,3,1,6,1,2,1,2,1,3,3,2,1,2,1,48,48,6,1,2
1,3,3,3,3,3,2,3,1,6,1,2,1,2,1,3,3,2,1,2,1,48,48,6,1,4
1,3,3,2,6,3,2,3,1,6,1,2,1,2,1,3,3,2,1,2,1,48,48,6,1,4
1,3,3,2,12,3,2,3,1,2,1,2,1,2,1,3,3,2,1,2,1,48,48,6,1,2
1,3,6,2,12,3,2,3,1,2,1,2,1,2,1,3,3,2,1,2,1,48,48,6,1,22
1,3,6,2,12,3,2,3,1,2,1,2,1,2,1,3,3,2,1,2,1,1,96,6,1,15
1,3,6,2,12,3,2,3,1,2,1,2,1,2,1,6,2,2,1,2,1,1,96,6,1,16
1,3,6,2,12,3,1,3,1,2,1,3,1,2,1,6,6,2,1,2,1,1,96,6,1,15
1,3,6,2,12,3,1,3,1,2,1,3,1,2,1,12,3,2,1,2,1,1,96,6,1,16
1,3,6,2,12,3,1,3,1,2,1,1,1,2,1,12,6,2,1,2,1,1,96,6,1,6
1,3,6,2,12,3,3,3,1,2,1,3,1,2,1,12,6,2,1,2,1,1,96,6,1,1
1,6,6,2,12,3,1,3,1,2,1,3,1,2,1,12,6,2,1,2,1,1,96,6,1,2
1,1,12,2,12,3,1,3,1,2,1,3,1,2,1,12,6,2,1,2,1,1,96,6,1,6
2,1,12,2,12,3,3,3,1,2,1,3,1,2,1,12,6,2,1,2,1,1,96,6,1,11
2,1,12,2,12,3,2,3,1,2,1,6,1,2,1,12,6,2,1,2,1,1,96,6,1,16
2,1,12,2,12,3,2,3,1,2,1,2,1,2,1,12,12,2,1,2,1,1,96,6,1,15
2,1,12,2,12,3,2,3,1,2,1,2,1,2,1,24,2,2,1,2,1,1,96,6,1,16
2,1,12,2,12,3,3,3,1,2,1,1,1,2,1,24,6,2,1,2,1,1,96,6,1,12
2,1,12,2,12,3,3,3,1,2,1,2,2,2,1,24,6,2,1,2,1,1,96,6,1,17
2,1,12,2,12,3,3,3,1,2,1,2,1,1,1,24,6,6,1,2,1,1,96,6,1,14
2,1,12,2,12,3,3,3,1,2,1,2,1,3,2,24,6,6,1,2,1,1,96,6,1,9
2,1,12,2,12,3,3,3,1,6,1,2,1,3,1,24,6,6,1,3,1,1,96,6,1,5
2,1,12,2,12,6,3,3,1,6,1,2,1,3,1,24,6,6,1,3,1,1,96,6,1,6
2,1,12,2,12,6,6,3,1,6,1,2,1,3,1,24,6,6,1,3,1,1,96,6,1,5
2,1,12,2,12,12,1,3,1,6,1,2,1,3,1,24,6,6,1,3,1,1,96,6,1,1
2,2,12,2,12,12,2,3,1,6,1,2,1,3,1,24,6,6,1,3,1,1,96,6,1,11
2,1,12,2,12,12,3,3,1,6,1,6,1,3,1,24,6,6,1,3,1,1,96,6,1,6
2,1,12,2,12,12,6,1,1,6,1,6,1,3,1,24,6,6,1,3,1,1,96,6,1,6
2,1,12,2,12,12,12,1,1,6,1,1,1,3,1,24,6,6,1,3,1,1,96,6,1,5
2,1,12,2,12,24,1,1,1,6,1,1,1,3,1,24,6,6,1,3,1,1,96,6,1,8
2,1,12,2,12,24,3,3,6,6,1,3,1,3,1,24,6,6,1,3,1,1,96,6,1,9
2,1,12,2,12,24,3,3,2,12,1,3,1,3,1,24,6,6,1,3,1,1,96,6,1,11
2,1,12,2,12,24,3,3,2,12,1,6,1,3,1,24,6,6,1,3,1,1,96,6,1,6
2,1,12,2,12,24,6,2,2,12,1,6,1,3,1,24,6,6,1,3,1,1,96,6,1,6
2,1,12,2,12,24,24,2,2,12,1,2,1,3,1,24,3,1,1,3,1,1,96,6,1,18
2,1,12,2,12,24,24,2,2,12,1,2,3,3,1,24,3,1,3,3,1,1,96,6,1,18
2,1,12,2,12,24,24,2,2,12,1,2,3,1,1,24,3,1,6,3,1,1,96,6,1,4
2,1,12,2,24,24,24,2,2,3,1,2,3,1,1,24,3,1,6,3,1,1,96,6,1,23
2,1,12,2,24,24,24,2,2,3,1,2,3,1,1,24,3,1,1,3,1,1,96,12,1,14
2,1,12,2,24,24,24,2,2,3,1,2,3,3,3,24,3,1,2,3,1,1,96,12,1,9
2,1,12,2,24,24,24,2,2,12,1,2,1,2,1,24,3,1,2,3,1,1,96,12,1,12
2,1,12,2,24,24,24,2,2,12,1,2,2,2,1,24,3,2,2,3,1,1,96,12,1,3
2,1,12,12,24,24,24,2,2,12,1,2,2,2,1,24,3,1,3,3,1,1,96,12,1,3
2,1,3,24,24,24,24,2,2,12,1,2,2,2,1,24,3,1,3,3,1,1,96,12,1,4
2,1,3,3,48,24,24,2,2,12,1,2,2,2,1,24,3,1,3,3,1,1,96,12,1,3
2,1,3,6,48,24,24,2,2,12,1,2,2,2,1,24,3,1,3,3,1,1,96,12,1,8
2,1,3,6,48,24,24,2,6,12,1,2,1,1,1,24,3,1,3,3,1,1,96,12,1,17
2,1,3,6,48,24,24,2,6,12,1,2,2,1,1,24,3,3,3,3,1,1,96,12,1,7
2,1,3,6,48,24,24,6,6,12,1,1,2,1,1,24,3,3,3,3,1,1,96,12,1,8
2,1,3,6,48,24,24,3,12,12,1,1,2,1,1,24,3,3,3,3,1,1,96,12,1,2
2,1,6,6,48,24,24,1,12,12,1,1,2,1,1,24,3,3,3,3,1,1,96,12,1,3
2,1,1,12,48,24,24,1,12,12,1,1,2,1,1,24,3,3,3,3,1,1,96,12,1,5
2,1,1,12,48,48,2,1,12,12,1,1,2,1,1,24,3,3,3,3,1,1,96,12,1,1
2,2,3,12,48,48,2,1,12,12,1,1,2,1,1,24,3,3,3,3,1,1,96,12,1,0
6,2,3,12,48,48,1,1,12,12,1,1,2,1,1,24,3,3,3,3,1,1,96,12,1,6
6,2,3,12,48,48,2,1,12,12,1,2,2,1,1,24,3,3,3,3,1,1,96,12,1,1
6,6,3,12,48,48,3,1,12,12,1,2,2,1,1,24,3,3,3,3,1,1,96,12,1,0
12,3,3,12,48,48,3,1,12,12,1,2,2,1,1,24,3,3,3,3,1,1,96,12,1,1
