3,0,2,2,2,3,3,1,1,1,3,3,1,3,1,3,1,1,3,1,1,1,0,3,0,20,3
3,0,2,2,2,3,3,1,1,1,3,3,1,3,1,3,3,1,3,1,3,2,2,3,0,4,3
3,1,1,0,0,3,3,1,1,1,3,3,1,3,1,3,3,1,3,1,3,2,2,3,0,2,2
3,2,2,2,0,3,3,1,1,1,3,3,1,3,1,3,3,1,3,1,3,2,2,3,0,3,3
3,0,1,6,6,3,3,1,1,1,3,3,1,3,1,3,3,1,3,1,3,2,2,3,0,0,4
0,2,1,6,6,2,2,1,1,1,3,3,1,3,1,3,3,1,3,1,3,2,2,3,0,4,2
0,2,1,1,0,2,2,1,1,1,3,3,1,3,1,3,3,1,3,1,3,2,2,3,0,20,2
0,2,1,1,0,2,2,1,1,1,3,3,1,3,1,3,3,1,3,1,0,2,2,3,0,15,2
0,2,1,1,0,2,2,1,1,1,3,3,1,3,1,6,1,1,3,1,6,2,2,3,0,10,2
0,2,1,1,0,2,2,1,1,1,6,2,1,3,1,6,1,1,3,1,6,2,2,3,0,5,3
0,3,1,1,0,6,3,1,1,1,6,0,1,3,1,6,1,1,3,1,6,2,2,3,0,5,2
12,3,1,1,0,12,3,1,1,1,2,2,1,3,1,6,1,1,3,1,6,2,2,3,0,20,2
12,3,1,1,0,12,3,1,1,1,2,2,1,3,1,1,1,1,3,1,0,2,2,3,0,0,2
0,3,1,1,0,3,3,1,1,1,2,2,1,3,1,1,1,1,3,1,0,2,2,3,0,19,2
0,3,1,1,0,3,3,1,1,1,2,2,1,3,3,1,1,1,3,2,0,2,2,3,2,15,2
0,3,1,1,0,3,3,1,1,1,2,2,1,3,3,2,1,1,3,2,0,2,2,3,2,16,2
0,3,1,1,0,3,3,1,1,1,2,2,1,3,3,2,2,3,3,2,0,2,2,3,2,15,6
0,3,1,1,0,3,3,1,1,1,0,3,1,3,3,12,1,3,3,2,12,1,1,3,2,20,2
0,3,1,1,0,3,3,1,1,1,1,3,1,3,3,1,1,3,3,2,0,1,1,3,2,12,3
0,3,0,1,0,3,3,1,1,1,1,3,3,3,3,1,1,3,3,2,0,1,1,3,2,10,3
0,3,0,1,0,3,3,1,1,1,3,3,3,3,3,3,0,3,3,2,0,1,1,3,2,15,8
0,3,0,1,0,3,3,1,1,1,3,1,1,1,1,24,2,2,3,2,24,1,1,3,2,20,2
0,3,0,1,0,3,3,1,1,1,3,1,1,1,1,3,2,2,3,2,0,1,1,3,2,3,2
0,3,2,2,0,3,3,1,2,1,3,1,1,1,1,3,2,2,3,2,0,1,1,3,2,21,2
0,3,2,2,0,3,3,1,2,1,3,1,1,1,1,3,2,2,3,2,0,2,3,3,2,14,2
0,3,2,2,0,3,3,1,2,2,3,1,1,1,2,3,2,2,3,2,0,2,3,3,2,24,3
0,3,2,2,0,3,3,1,2,2,3,1,1,1,2,3,2,2,3,0,0,2,3,3,0,23,2
0,3,2,2,0,3,3,1,2,2,3,1,1,1,2,3,2,2,1,1,0,2,0,6,6,24,2
0,3,2,2,0,3,3,1,2,2,3,1,1,1,2,3,2,2,1,1,0,2,3,3,0,19,2
0,3,2,2,0,3,3,1,2,2,3,1,1,1,2,3,2,2,2,2,0,2,3,3,0,9,6
